office_name,media_library_folder,folder_id,before_asset_count,after_asset_count,local_image_count,relative_path,local_category,filename,status,strapi_asset_id,strapi_asset_name,strapi_url,reason,existing_match
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084530_40504.jpg,interior,2_centennial-tower-centennial-tower_20170314084530_40504.jpg,uploaded,55753,2_centennial-tower-centennial-tower_20170314084530_40504.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084530_40504_9982255c89.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084532_10504.jpg,interior,2_centennial-tower-centennial-tower_20170314084532_10504.jpg,uploaded,55754,2_centennial-tower-centennial-tower_20170314084532_10504.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084532_10504_5bdd041773.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084532_39445.jpg,interior,2_centennial-tower-centennial-tower_20170314084532_39445.jpg,uploaded,55755,2_centennial-tower-centennial-tower_20170314084532_39445.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084532_39445_aba6092539.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084532_80887.jpg,interior,2_centennial-tower-centennial-tower_20170314084532_80887.jpg,uploaded,55756,2_centennial-tower-centennial-tower_20170314084532_80887.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084532_80887_4fb460f5b4.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084533_24272.jpg,interior,2_centennial-tower-centennial-tower_20170314084533_24272.jpg,uploaded,55757,2_centennial-tower-centennial-tower_20170314084533_24272.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084533_24272_b600678454.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084533_28031.jpg,interior,2_centennial-tower-centennial-tower_20170314084533_28031.jpg,uploaded,55758,2_centennial-tower-centennial-tower_20170314084533_28031.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084533_28031_1fe7e2dc67.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084533_48886.jpg,interior,2_centennial-tower-centennial-tower_20170314084533_48886.jpg,uploaded,55759,2_centennial-tower-centennial-tower_20170314084533_48886.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084533_48886_15ec1d976e.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084534_37010.jpg,interior,2_centennial-tower-centennial-tower_20170314084534_37010.jpg,uploaded,55760,2_centennial-tower-centennial-tower_20170314084534_37010.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084534_37010_6eabf54312.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084534_37913.jpg,interior,2_centennial-tower-centennial-tower_20170314084534_37913.jpg,uploaded,55761,2_centennial-tower-centennial-tower_20170314084534_37913.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084534_37913_9bac50ddde.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084534_70384.jpg,interior,2_centennial-tower-centennial-tower_20170314084534_70384.jpg,uploaded,55762,2_centennial-tower-centennial-tower_20170314084534_70384.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084534_70384_88c79a4dde.jpg,,
centennial-tower,Media Library/Office Venue/centennial-tower,174,22,33,11,interior/2_centennial-tower-centennial-tower_20170314084534_82473.jpg,interior,2_centennial-tower-centennial-tower_20170314084534_82473.jpg,uploaded,55763,2_centennial-tower-centennial-tower_20170314084534_82473.jpg,https://cdn-strapi.prod.99iddev.net/assets/2_centennial_tower_centennial_tower_20170314084534_82473_45339a4545.jpg,,
